type,bodyId,hemilineage,side,nt,sign,from_legs,to_legs,interleg_syn,leg_out_syn,mn_direct_syn,total_out_syn,frac_interleg,contra_syn,ipsi_syn,diag_syn,top_pairs,class
INXXX126,803211,XXX (unassigned),R,acetylcholine,1,lh|rh,rf|rm|rh,587.0,655.0,149.0,1197,0.49,112.3,144.5,330.2,lh->rf lh->rm lh->rh,both
IN18B045_a,801243,18B,L,acetylcholine,1,lm,lm|rh|rm,586.0,1017.0,105.0,1394,0.42,211.0,68.6,306.4,lm->rh lm->rm,both
IN13A003,800203,13A,R,gaba,-1,rm,rm,585.4,4751.0,41.0,8031,0.073,62.4,386.2,136.8,rm->rf rm->rh lf->rm,both
IN17A025,802795,17A,R,acetylcholine,1,rh,rh,584.4,2753.0,73.0,3226,0.181,241.1,299.4,44.0,rh->lh rm->rh rh->rm,both
IN01A050,805504,01A,L,acetylcholine,1,lf|lm,rm,584.0,606.0,12.0,833,0.701,255.0,22.0,307.0,lm->rm lf->rm,both
IN12B003,800213,12B,R,gaba,-1,lh,lh,583.8,2649.0,7.0,3292,0.177,188.0,328.0,67.9,lm->lh rh->lh lh->rh,both
INXXX359,804558,XXX (unassigned),L,gaba,-1,lh|rh,rh|rm,582.6,813.0,23.0,1163,0.501,366.4,53.0,163.2,lh->rh lh->rm,both
IN03B021,801366,03B,L,gaba,-1,lh,lh|rh,582.3,2488.0,208.0,3243,0.18,467.0,99.3,16.0,lh->rh,contralateral
IN16B032,801741,16B,R,glutamate,-1,rh,rh,580.4,3388.0,0.0,4152,0.14,257.5,261.4,61.5,rh->lh rh->rm rm->rh,both
IN21A005,903523,21A,L,acetylcholine,1,lm,lm,579.0,4428.0,708.0,6124,0.095,305.9,253.0,20.0,rm->lm lh->lm lm->rm,both
IN13B105,800720,13B,R,gaba,-1,lh,lh,575.9,2167.0,65.0,3748,0.154,157.4,186.7,231.8,lh->rf lh->lm lh->rh,both
IN09B022,801327,09B,R,glutamate,-1,lf|lm,lm|lf,575.2,1079.0,0.0,2961,0.194,0.0,575.2,0.0,lf->lm lm->lf,ipsilateral
IN12B010,801277,12B,R,gaba,-1,lh|rm|lf,lh|rm|rh,574.4,758.0,0.0,4524,0.127,137.1,185.5,251.8,lh->rm lh->rh,both
IN07B029,801775,07B,R,acetylcholine,1,lf|rf|rm,lf,574.2,1191.0,0.0,1612,0.356,262.5,19.7,292.0,rf->lf rm->lf rh->lf,both
IN14A002,800493,14A,R,glutamate,-1,lf,lf,574.0,4937.0,104.0,5971,0.096,189.0,373.0,12.0,lf->lm lf->rf,both
IN18B046,906999,18B,R,acetylcholine,1,lh|lm|rh,lm|lh,573.3,880.0,213.0,1191,0.481,128.3,308.1,137.0,lh->lm rh->lm rh->lh,both
IN12A019_a,803823,12A,R,acetylcholine,1,rf,rh|rm,570.5,646.0,43.0,943,0.605,6.5,466.4,97.6,rf->rh rf->rm,ipsilateral
IN01A050,804990,01A,R,acetylcholine,1,rm|lf,lm,570.0,640.0,5.0,1033,0.552,260.3,215.5,94.2,rm->lm lf->lm rh->lm,both
INXXX143,904947,XXX (unassigned),L,acetylcholine,1,lh,lh|lm,568.5,1568.0,23.0,2605,0.218,107.7,383.4,77.3,lh->lm lh->rh lm->lh,both
IN12A021_b,803234,12A,R,acetylcholine,1,lf|rf,rm|lm|lf,567.6,672.0,236.0,1060,0.535,97.1,237.2,233.4,lf->rm lf->lm rf->rm,both
IN08B030,803074,08B,R,acetylcholine,1,rm|rh|lm,lm|lh,565.8,672.0,23.0,1372,0.412,189.0,128.7,248.1,rm->lm rm->lh rh->lm,both
IN13B103,803585,13B,L,gaba,-1,lh|rh,rh|lh,565.8,906.0,0.0,1593,0.355,405.5,55.8,104.6,lh->rh rh->lh,contralateral
IN14A014,804223,14A,R,glutamate,-1,lf|lh,lf|lm|rh,565.3,971.0,0.0,1421,0.398,116.1,297.3,151.9,lf->lm lf->rh lh->lf,both
IN01A054,804416,01A,L,acetylcholine,1,lm,rm,565.0,602.0,5.0,779,0.725,555.0,0.0,10.0,lm->rm,contralateral
IN01A064,820742,01A,R,acetylcholine,1,rh,lh,564.9,630.0,117.0,693,0.815,537.9,2.6,24.4,rh->lh,contralateral
IN01A054,807408,01A,R,acetylcholine,1,rm,lm,563.7,635.0,23.0,869,0.649,558.7,0.3,4.7,rm->lm,contralateral
IN01A045,802036,01A,R,acetylcholine,1,rh,lh|rh,562.4,859.0,69.0,2611,0.215,520.4,5.9,36.1,rh->lh,contralateral
IN03A052,804329,03A,L,acetylcholine,1,lh|lm,lm|lh,562.1,1052.0,34.0,1225,0.459,16.3,531.1,14.7,lh->lm lm->lh,ipsilateral
IN19A032,812330,19A,R,acetylcholine,1,rm,rh|rm,561.6,746.0,589.0,1623,0.346,2.4,528.9,30.3,rm->rh rm->rf,ipsilateral
IN12A021_b,803322,12A,L,acetylcholine,1,rf|lf,rm|lm,560.9,638.0,181.0,994,0.564,75.2,243.6,242.1,rf->rm lf->rm rf->lm,both
IN12A019_a,803253,12A,L,acetylcholine,1,lf|lh,lm|lh|lf,560.3,714.0,50.0,1120,0.5,28.7,444.2,87.4,lf->lm lf->lh lh->lm,ipsilateral
INXXX104,802019,XXX (unassigned),R,acetylcholine,1,rh|rm|lh,lm|rh|lf,559.5,679.0,0.0,1563,0.358,149.5,194.7,215.3,rh->lm rm->lm lh->lm,both
IN13B019,803797,13B,R,gaba,-1,lh|lf,lh|lm,558.6,1252.0,20.0,1770,0.316,108.4,369.6,80.6,lh->lm lf->lh lh->rh,both
IN09A010,903665,09A,R,gaba,-1,rh,rh,558.4,3793.0,1386.0,4413,0.127,249.3,298.7,10.4,rh->lh rh->rm rf->rh,both
IN01A023,803223,01A,L,acetylcholine,1,rm,rm|rh,558.1,2152.0,521.0,2215,0.252,141.5,323.6,93.1,rm->rh lm->rm lf->rm,both
IN19A032,803514,19A,L,acetylcholine,1,lm,lh|lm,557.2,752.0,562.0,1653,0.337,1.0,531.2,25.0,lm->lh lm->lf,ipsilateral
IN03B032,902430,03B,L,gaba,-1,lf|lm,lf,556.2,1344.0,58.0,1627,0.342,2.2,535.7,18.3,lm->lf lh->lf,ipsilateral
IN03B035,801457,03B,L,gaba,-1,lm,lm,553.5,2457.0,143.0,2986,0.185,118.9,406.1,28.5,lh->lm lm->rm lm->lh,ipsilateral
INXXX464,800375,XXX (unassigned),R,acetylcholine,1,rf,rf,552.6,3502.0,587.0,3878,0.143,190.7,329.8,32.0,rf->rm rf->lf rh->rf,both
IN01A025,902423,01A,R,acetylcholine,1,lh,lh,551.9,1352.0,288.0,1767,0.312,255.2,144.7,152.0,rm->lh rh->lh lh->rh,both
IN19A020,902491,19A,L,gaba,-1,lf,lf|rf|lm,551.6,1646.0,44.0,1788,0.309,259.2,282.6,9.8,lf->rf lf->lm,both
IN10B016,954817,10B,R,acetylcholine,1,lh|lm,lh,550.3,2053.0,0.0,3889,0.141,169.2,349.8,31.2,lm->lh lh->rh,both
INXXX045,802145,XXX (unassigned),L,unclear,0,lf|lm,lm|lf|rm,549.9,726.0,0.0,1782,0.309,93.3,227.2,229.4,lf->lm lf->rm,both
IN18B028,803641,18B,R,acetylcholine,1,lh|rh,lh,549.4,1074.0,234.0,1551,0.354,406.1,17.4,125.8,rh->lh rm->lh,contralateral
IN05B024,802855,05B,L,gaba,-1,rm|rf,lm|rm,547.7,675.0,0.0,2278,0.24,158.8,178.7,210.2,rm->lm rf->lm rf->rm,both
IN09A010,801509,09A,R,gaba,-1,rf,rf,546.8,2125.0,267.0,2575,0.212,66.2,299.1,181.5,rf->rm rf->lh rf->lm,both
IN17A025,902982,17A,L,acetylcholine,1,lm,lm,546.8,2709.0,16.0,3369,0.162,9.5,536.8,0.5,lm->lh lm->lf lf->lm,ipsilateral
IN01A058,805693,01A,R,acetylcholine,1,rm|lf,lm,546.7,619.0,0.0,826,0.662,360.7,133.1,52.9,rm->lm lf->lm,both
IN08B004,800300,08B,R,acetylcholine,1,rh,lh,541.3,630.0,174.0,3308,0.164,378.2,67.1,96.0,rh->lh,both
IN02A030,801601,02A,L,glutamate,-1,rh|rm,rh,540.9,2364.0,0.0,4376,0.124,100.1,400.9,39.9,rm->rh rh->lh,ipsilateral
IN14A002,800679,14A,L,glutamate,-1,rf,rf,538.9,3530.0,26.0,4521,0.119,218.7,315.0,5.1,rf->rm rf->lf,both
IN06B035,802903,06B,R,gaba,-1,rm|lm|lh,lm|rm,535.8,775.0,177.0,1380,0.388,245.8,149.4,140.6,rm->lm lh->lm lm->rm,both
IN03A052,906159,03A,L,acetylcholine,1,lm|lh,lm|lh,535.8,1162.0,13.0,1412,0.379,14.8,484.6,36.4,lh->lm lm->lh,ipsilateral
IN18B046,804960,18B,L,acetylcholine,1,lh|rh,rm|rh,531.9,642.0,165.0,942,0.565,201.9,120.0,210.0,lh->rm lh->rh rh->rm,both
IN12A021_a,802598,12A,R,acetylcholine,1,lf|rf,rm|lm|rh,531.5,569.0,111.0,972,0.547,39.1,245.4,246.9,lf->rm lf->lm rf->rm,both
IN21A021,802553,21A,L,acetylcholine,1,lh|lm,lh,531.0,1285.0,310.0,1723,0.308,26.4,406.5,98.1,lm->lh rm->lh,ipsilateral
INXXX224,805371,XXX (unassigned),R,acetylcholine,1,lh|rh,lh|lm,529.4,800.0,0.0,2009,0.264,117.0,302.0,110.4,lh->lm rh->lh,both
INXXX134,803447,XXX (unassigned),L,acetylcholine,1,rf|rm,rh|rm,529.0,620.0,0.0,1640,0.323,3.8,508.0,17.2,rf->rh rf->rm rm->rh,ipsilateral
IN01A031,933241,01A,L,acetylcholine,1,rm|rh,rh|rm,528.8,992.0,311.0,1960,0.27,32.3,463.8,32.7,rm->rh rh->rm,ipsilateral
IN19B003,802443,19B,L,acetylcholine,1,rh,rh,528.4,7297.0,616.0,8461,0.062,153.7,370.7,4.0,rm->rh rh->rm lh->rh,ipsilateral
IN07B029,803401,07B,L,acetylcholine,1,rm|lh,rm,526.8,1299.0,5.0,1731,0.304,111.7,92.4,322.7,lh->rm lm->rm lf->rm,both
IN01A058,806107,01A,L,acetylcholine,1,lm|lf,rm|lm,526.7,619.0,0.0,690,0.763,306.9,53.2,166.6,lm->rm lf->rm,both
IN13A001,800291,13A,R,gaba,-1,rh,rh,526.3,4092.0,1097.0,4268,0.123,331.4,190.1,4.9,rh->lh rh->rm,both
IN17A020,902760,17A,L,acetylcholine,1,lh,lh,525.9,1946.0,0.0,3590,0.146,93.5,182.6,249.9,lh->rm lh->lm lh->rf,both
IN13B005,903693,13B,L,gaba,-1,rm,rm,524.6,2481.0,20.0,5645,0.093,34.6,386.4,103.6,rh->rm rf->rm rm->lh,ipsilateral
IN03A052,808409,03A,L,acetylcholine,1,lm|lh,lm|lh,524.2,1022.0,11.0,1266,0.414,2.9,518.2,3.1,lh->lm lm->lh,ipsilateral
IN18B038,803971,18B,L,acetylcholine,1,rm|rh|lm,rm|rh,524.0,932.0,185.0,1042,0.503,130.9,322.0,71.1,rm->rh rh->rm lm->rm,both
IN08B045,804687,08B,R,acetylcholine,1,rm|rf,lm|lh|lf,524.0,557.0,199.0,908,0.577,176.9,45.3,301.8,rm->lm rm->lh rm->lf,both
IN13A012,904708,13A,L,gaba,-1,lf,lf,524.0,1849.0,66.0,2383,0.22,204.3,164.5,155.2,lf->rf lf->lm lf->rh,both
IN18B017,801514,18B,R,acetylcholine,1,rm|rf,lh|lm|rm,523.1,599.0,42.0,2216,0.236,114.5,56.1,352.5,rm->lh rm->lm rf->lh,both
IN03A006,903211,03A,R,acetylcholine,1,rf,rf|rm,522.9,1630.0,30.0,1905,0.275,136.1,381.9,4.9,rf->rm rf->lf,ipsilateral
IN02A011,903308,02A,L,glutamate,-1,lh,lm|lf,522.8,564.0,187.0,940,0.556,2.4,498.3,22.0,lh->lm lh->lf,ipsilateral
INXXX147,802136,XXX (unassigned),R,acetylcholine,1,rh|rm,rh,522.5,1884.0,11.0,2409,0.217,64.0,439.5,19.0,rm->rh rh->lh,ipsilateral
IN20A.22A002,801535,20A/22A,L,acetylcholine,1,lm,lm,520.5,2458.0,58.0,3377,0.154,27.1,477.5,15.9,lf->lm lm->lh lm->lf,ipsilateral
IN09A001,800153,09A,L,gaba,-1,lf,lf,519.0,3138.0,39.0,6167,0.084,128.1,344.2,46.7,lf->lm rf->lf,both
IN08B017,801588,08B,R,acetylcholine,1,lf,rh|rm|lh,519.0,533.0,0.0,1988,0.261,8.0,156.0,355.0,lf->rh lf->rm lf->lh,both
INXXX140,923171,XXX (unassigned),R,gaba,-1,rh|lf|lh,rh|rm,518.9,701.0,0.0,1052,0.493,141.2,168.4,209.3,lf->rh lh->rh rm->rh,both
IN14A006,801424,14A,R,glutamate,-1,lm,lm,518.1,2179.0,0.0,3650,0.142,86.1,425.1,6.8,lh->lm lf->lm rm->lm,ipsilateral
IN11B002,802506,11B,L,gaba,-1,lm|lf,lh|lm,517.9,648.0,13.0,2235,0.232,64.8,346.9,106.2,lm->lh lm->rh lf->lh,both
IN04B002,800735,04B,R,acetylcholine,1,rm|rh,rh|rm,517.5,785.0,5.0,2957,0.175,39.9,403.5,74.1,rm->rh rh->rm rm->lh,ipsilateral
IN17A019,903470,17A,R,acetylcholine,1,rh,rh,517.0,2488.0,74.0,3092,0.167,367.0,91.0,59.0,rh->lh rh->rm,contralateral
IN18B009,801140,18B,L,acetylcholine,1,lh,rm|lm|lh|rh,515.3,606.0,93.0,1821,0.283,96.8,186.6,232.0,lh->rm lh->lm,both
IN13A012,801229,13A,L,gaba,-1,lh,lh|lm,515.1,1790.0,17.0,2923,0.176,185.2,329.1,0.8,lh->lm lh->rh,both
IN01A062_a,807542,01A,R,acetylcholine,1,lf,lm,515.0,520.0,0.0,662,0.778,0.0,515.0,0.0,lf->lm,ipsilateral
IN05B030,801525,05B,L,gaba,-1,lh|rh,rh|lh|rm,514.9,772.0,0.0,4267,0.121,369.9,34.6,110.4,lh->rh lh->rm,contralateral
IN19A020,800656,19A,R,gaba,-1,rm,rm|rh,514.8,1935.0,265.0,2098,0.245,0.0,514.8,0.0,rm->rh rm->rf,ipsilateral
IN18B038,803841,18B,R,acetylcholine,1,lm|rh|rm,lm|lh,513.5,835.0,349.0,990,0.519,197.4,115.6,200.5,rh->lm rm->lm lm->lh,both
IN08A016,935843,08A,L,glutamate,-1,lm|lh,lm,513.2,1134.0,50.0,2065,0.249,30.2,434.8,48.2,lh->lm,ipsilateral
IN05B022,22709,05B,R,gaba,-1,lf|rm,lh|rm|rh|lm,512.6,612.0,0.0,3138,0.163,92.2,211.8,208.6,lf->lh,both
IN12A027,805047,12A,L,acetylcholine,1,rf|lf,lm|rm,512.2,595.0,257.0,949,0.54,82.8,213.7,215.6,rf->lm rf->rm lf->lm,both
IN03A019,903495,03A,L,acetylcholine,1,lm,lm,511.8,2057.0,21.0,3171,0.161,8.6,501.0,2.1,lm->lh lm->lf lh->lm,ipsilateral
IN10B002,801302,10B,R,acetylcholine,1,lf|lm,lf,511.0,1919.0,104.0,2596,0.197,52.7,430.5,27.8,lm->lf lf->lm,ipsilateral
IN14A020,907779,14A,L,glutamate,-1,lm|rh,rh|lh,511.0,679.0,0.0,2546,0.201,78.8,158.1,274.1,lm->rh lm->lh rh->lh,both
IN13B006,802046,13B,L,gaba,-1,rh|rm,rh,510.4,1486.0,1096.0,1584,0.322,0.0,510.4,0.0,rm->rh,ipsilateral
IN09A007,802768,09A,R,gaba,-1,rh|lh,lh|rh,510.0,856.0,0.0,2601,0.196,411.5,62.6,35.9,rh->lh lh->rh,contralateral
IN12A010,801462,12A,R,acetylcholine,1,rh,rh|lh,508.4,1431.0,387.0,4064,0.125,268.7,204.6,35.0,rh->lh rm->rh rh->rm,both
IN26X002,902424,26X,R,gaba,-1,lm,lm,508.4,2239.0,6.0,3339,0.152,30.9,471.4,6.1,lh->lm lf->lm lm->lh,ipsilateral
IN14A006,800414,14A,L,glutamate,-1,rm|rh,rm,508.1,2090.0,0.0,3202,0.159,11.2,370.0,126.9,rh->rm lf->rm rm->rh,ipsilateral
IN01A031,904656,01A,R,acetylcholine,1,lh|lm,lm|lh,507.5,921.0,215.0,1883,0.27,44.0,437.5,26.0,lh->lm lm->lh,ipsilateral
IN02A004,800245,02A,L,glutamate,-1,lh,lh|rh,507.1,1805.0,49.0,6216,0.082,294.0,184.1,29.0,lh->rh lh->lm,both
IN17A016,919576,17A,R,acetylcholine,1,rf,rf,506.2,1613.0,161.0,1795,0.282,350.4,93.6,62.1,lf->rf rf->lf,both
IN18B036,805648,18B,L,acetylcholine,1,rm|lh,rm,504.4,1031.0,42.0,1147,0.44,18.5,21.5,464.4,lh->rm,both
IN08A016,802601,08A,R,glutamate,-1,rh|rm,rm,504.3,902.0,61.0,1647,0.306,7.0,490.3,7.0,rh->rm,ipsilateral
INXXX073,801293,XXX (unassigned),L,acetylcholine,1,rh,rh,504.2,3047.0,127.0,4560,0.111,161.3,330.7,12.1,rm->rh rh->lh rh->rm,both
IN07B045,808247,07B,R,acetylcholine,1,rm|lf|lm,lm|lh|lf,503.2,622.0,114.0,719,0.7,99.7,257.0,146.6,rm->lm lf->lm rm->lh,both
IN12B010,801540,12B,L,gaba,-1,rh|rm,lh|rh|rm|lm,503.0,659.0,8.0,4041,0.124,159.0,171.1,172.9,rh->lh rm->lh rm->rh,both
INXXX111,801093,XXX (unassigned),R,acetylcholine,1,rh|lh,lh|rh,502.6,767.0,0.0,5954,0.084,306.7,105.1,90.8,rh->lh lh->rh,both
INXXX153,802249,XXX (unassigned),R,acetylcholine,1,rh|rm,lm|lf,502.4,560.0,28.0,1052,0.478,92.1,79.1,331.2,rh->lm rh->lf,both
IN16B036,801916,16B,R,glutamate,-1,rh,rh,501.8,4247.0,29.0,4893,0.103,172.2,294.8,34.8,rm->rh rh->lh rh->rm,both
IN19A004,933913,19A,R,gaba,-1,rf,rf,501.4,3714.0,77.0,4237,0.118,234.2,260.9,6.2,rf->rm rf->lf lf->rf,both
IN19A004,800157,19A,L,gaba,-1,lf,lf,500.8,4477.0,111.0,4957,0.101,262.6,213.4,24.8,lf->rf lf->lm rf->lf,both
IN12B003,801085,12B,L,gaba,-1,rh,rh,500.8,3260.0,70.0,3695,0.136,126.3,291.1,83.4,rm->rh rh->lh rf->rh,both
IN09A010,903570,09A,L,gaba,-1,lf,lf,500.5,2048.0,374.0,3064,0.163,69.5,405.4,25.5,lf->lm lm->lf lh->lf,ipsilateral
IN01A035,803421,01A,L,acetylcholine,1,rm|lm,rm,499.4,1411.0,12.0,1657,0.301,186.8,246.6,66.0,lm->rm rm->rh rm->rf,both
IN01A040,908649,01A,R,acetylcholine,1,rf,lf,497.9,563.0,90.0,824,0.604,457.9,14.5,25.5,rf->lf,contralateral
INXXX045,802196,XXX (unassigned),R,unclear,0,rm|rh|rf|lm,rm|rh|lm,497.3,630.0,0.0,1399,0.355,96.3,236.0,165.0,rh->rm,both
IN01A042,904118,01A,L,acetylcholine,1,lh|rh,rh|lh,496.2,922.0,332.0,1196,0.415,496.2,0.0,0.0,lh->rh rh->lh,contralateral
IN04B068,801652,04B,L,acetylcholine,1,lh|lm,lh|rh,495.5,1325.0,205.0,1369,0.362,258.8,182.5,54.2,lh->rh lm->lh lm->rh,both
IN13B013,800751,13B,L,gaba,-1,rh,rh,494.0,1828.0,0.0,4019,0.123,69.0,208.0,217.0,rh->rm rh->lf rh->lh,both
INXXX100,800812,XXX (unassigned),L,acetylcholine,1,rh|lh,lh,493.9,701.0,0.0,2843,0.174,403.9,24.5,65.5,rh->lh,contralateral
IN17A022,801631,17A,L,acetylcholine,1,lh,lh,493.6,1785.0,0.0,2024,0.244,94.6,322.9,76.0,lh->lm lh->rh lm->lh,both
IN08B030,802224,08B,R,acetylcholine,1,rh|lh,lm|lf,493.6,549.0,28.0,773,0.639,10.1,113.1,370.4,rh->lm rh->lf,both
IN07B065,811671,07B,R,acetylcholine,1,rh|lf,lm|lh|lf,493.3,555.0,27.0,653,0.755,108.2,188.6,196.5,rh->lm rh->lh lf->lm,both
IN04B008,802392,04B,L,acetylcholine,1,lh,lh|rh,493.1,1304.0,43.0,1790,0.275,368.2,95.5,29.4,lh->rh lh->lm,contralateral
INXXX180,801790,XXX (unassigned),L,acetylcholine,1,lh|lm,lm|lh,492.9,830.0,5.0,2429,0.203,58.0,379.9,55.0,lh->lm lm->lh,ipsilateral
IN12B003,902501,12B,L,gaba,-1,rm,rm,492.3,3174.0,127.0,3811,0.129,158.5,310.1,23.7,rh->rm lm->rm rf->rm,both
IN21A007,934752,21A,L,glutamate,-1,lm,lm,492.1,3173.0,253.0,3616,0.136,0.0,492.1,0.0,lh->lm lf->lm lm->lf,ipsilateral
IN17A019,801313,17A,L,acetylcholine,1,lh,lh,491.9,2359.0,44.0,3178,0.155,324.8,120.9,46.2,lh->rh lh->lm,both
IN18B008,801593,18B,L,acetylcholine,1,rm|lm|lh,rm|rf,491.8,648.0,260.0,998,0.493,131.3,159.5,201.1,lm->rm lh->rm rh->rm,both
INXXX126,800644,XXX (unassigned),R,acetylcholine,1,lh,rf|rm|rh,491.5,543.0,77.0,1106,0.444,76.7,84.8,329.9,lh->rf lh->rm lh->rh,both
INXXX104,802398,XXX (unassigned),L,acetylcholine,1,lh|lm|rh,lh|rm,491.0,611.0,0.0,1019,0.482,140.1,175.6,175.2,lm->lh lh->rm lm->rm,both
IN19A027,801458,19A,R,acetylcholine,1,rh,rh|lh,490.7,1742.0,18.0,2955,0.166,483.7,6.8,0.2,rh->lh,contralateral
INXXX045,801632,XXX (unassigned),L,unclear,0,lh|lm|rh,lh|rh,490.1,797.0,0.0,1785,0.275,243.4,152.2,94.5,lh->rh lm->lh rh->lh,both
IN21A003,800677,21A,R,glutamate,-1,rh,rh,488.2,2389.0,234.0,3076,0.159,271.4,190.0,26.8,rh->lh rh->rm,both
IN01A012,801101,01A,R,acetylcholine,1,lf,lf,487.5,2160.0,295.0,2953,0.165,136.8,319.3,31.4,lf->lm lf->rf lh->lf,both
IN07B029,802866,07B,L,acetylcholine,1,lf|rf|lm,rf,487.2,732.0,0.0,1234,0.395,282.8,24.8,179.6,lf->rf lm->rf,both
IN08B058,806712,08B,R,acetylcholine,1,rm|rh,lm|lf|lh,487.2,489.0,141.0,517,0.942,212.2,7.4,267.7,rm->lm rh->lm rm->lf,both
IN18B045_b,803699,18B,R,acetylcholine,1,rm,lh|lm,487.0,570.0,33.0,1272,0.383,128.0,44.0,315.0,rm->lh rm->lm rm->lf,both
IN04B008,801630,04B,L,acetylcholine,1,lm,lm,486.7,2103.0,360.0,2515,0.194,1.2,472.7,12.8,lm->lf lf->lm,ipsilateral
IN08B056,801941,08B,R,acetylcholine,1,rh|lm,lm|lf,486.4,592.0,59.0,685,0.71,108.3,85.6,292.5,rh->lm rh->lf,both
IN21A003,801097,21A,R,glutamate,-1,rm,rm|rh,485.5,2587.0,864.0,3334,0.146,33.8,445.2,6.5,rm->rh,ipsilateral
IN03A019,903170,03A,R,acetylcholine,1,rm,rm,485.5,1796.0,55.0,2355,0.206,10.8,376.7,97.9,rm->rh rm->rf rm->lh,ipsilateral
IN02A011,903389,02A,R,glutamate,-1,rh,rm,485.5,532.0,170.0,842,0.577,43.2,402.3,40.1,rh->rm,ipsilateral
IN01A050,803975,01A,R,acetylcholine,1,lm|rm|lf,lm,485.2,956.0,45.0,1435,0.338,263.3,206.3,15.7,rm->lm lf->lm lh->lm,both
IN18B009,902445,18B,R,acetylcholine,1,lh|rh,lm|rm|lf,484.2,565.0,63.0,1854,0.261,76.6,203.2,204.3,lh->lm rh->lm lh->rm,both
IN04B005,800376,04B,R,acetylcholine,1,rh,rh|lh,483.3,1462.0,0.0,2863,0.169,470.4,3.6,9.3,rh->lh lh->rh,contralateral
INXXX143,800706,XXX (unassigned),R,acetylcholine,1,rh,rh|rm,483.2,1323.0,26.0,2095,0.231,96.8,379.2,7.2,rh->rm rh->lh rm->rh,ipsilateral
IN03A052,805684,03A,R,acetylcholine,1,rh|rm,rm|rh,481.6,834.0,45.0,934,0.516,20.7,403.9,56.9,rh->rm rm->rh lh->rm,ipsilateral
IN04B008,802953,04B,L,acetylcholine,1,lf,lf|rf,480.5,1136.0,91.0,1586,0.303,219.1,135.7,125.8,lf->rf lf->rm rf->lf,both
IN14B011,821584,14B,R,glutamate,-1,rf|lf,lf,480.4,766.0,37.0,853,0.563,480.4,0.0,0.0,rf->lf,contralateral
IN05B022,801282,05B,L,gaba,-1,rf|lf|rm|lm,lh|rm|rh,479.5,553.0,0.0,3262,0.147,73.8,202.4,203.3,,both
IN17A017,801133,17A,L,acetylcholine,1,lh,lh,476.6,2789.0,712.0,3473,0.137,231.4,241.6,3.6,lh->rh lh->lm,both
IN07B028,907282,07B,L,acetylcholine,1,lm,rh|lf|rm,476.2,490.0,0.0,1443,0.33,86.8,189.4,200.0,lm->rh lm->lf lm->rm,both
IN01A018,802975,01A,R,acetylcholine,1,lf,lf,474.5,2259.0,515.0,2523,0.188,56.2,169.3,249.0,rm->lf lf->lm,both
IN09A010,801663,09A,L,gaba,-1,lh,lh,470.3,2520.0,834.0,3312,0.142,314.2,147.3,8.8,lh->rh lh->lm,both
IN20A.22A006,801854,20A/22A,L,acetylcholine,1,lh,lh,469.9,1878.0,7.0,2108,0.223,130.5,258.9,80.5,lh->lm lh->rh lh->rf,both
IN03A029,805427,03A,L,acetylcholine,1,lm|lf,lf,468.6,835.0,0.0,1067,0.439,3.5,460.6,4.5,lm->lf lh->lf,ipsilateral
IN20A.22A006,801729,20A/22A,L,acetylcholine,1,lh,lh,468.1,2009.0,18.0,2284,0.205,151.6,249.1,67.4,lh->lm lh->rh lh->rf,both
IN01A054,807862,01A,L,acetylcholine,1,lm,rm,468.0,491.0,0.0,655,0.715,442.0,26.0,0.0,lm->rm,contralateral
INXXX122,801284,XXX (unassigned),R,acetylcholine,1,lh,lm|lh,467.6,765.0,276.0,1161,0.403,83.6,336.0,48.0,lh->lm rh->lm,ipsilateral
IN21A007,801510,21A,R,glutamate,-1,rh|rm,rh,467.5,2187.0,133.0,2288,0.204,20.7,426.1,20.7,rm->rh rh->rm,ipsilateral
IN09B018,809980,09B,R,glutamate,-1,rh|lh|lm|rm,lm|lh|rm|lf,467.4,569.0,0.0,979,0.477,102.3,181.7,183.4,,both
IN06B032,801863,06B,R,gaba,-1,lm|lh|rh,lm|lf,467.0,677.0,117.0,2450,0.191,10.1,342.3,114.6,lm->lf lh->lm lh->lf,ipsilateral
IN03B022,902529,03B,R,gaba,-1,rf|rm|rh,rh|rm,467.0,586.0,181.0,2276,0.205,15.0,406.0,46.0,rf->rh rf->rm rm->rh,ipsilateral
"IN17A043,IN17A046",903330,17A,L,acetylcholine,1,lh,lh|rh,466.2,1024.0,0.0,2010,0.232,229.9,201.2,35.1,lh->rh lh->lm lm->lh,both
IN09B005,903732,09B,L,glutamate,-1,rh,rh,466.1,2221.0,9.0,5303,0.088,173.9,167.1,125.1,rh->lh rh->rm rh->lf,both
IN12B003,941319,12B,L,gaba,-1,rf,rf,465.9,1621.0,0.0,2006,0.232,18.9,331.0,116.0,rh->rf rm->rf lm->rf,ipsilateral
IN19A004,800344,19A,L,gaba,-1,lm,lm,465.7,6389.0,367.0,6782,0.069,20.9,428.5,16.3,lm->lh lh->lm lm->lf,ipsilateral
IN20A.22A006,940081,20A/22A,L,acetylcholine,1,lm,lm,465.7,2614.0,417.0,2903,0.16,0.0,465.7,0.0,lm->lf lm->lh,ipsilateral
IN08B090,807939,08B,R,acetylcholine,1,rh,lh|lm,465.0,481.0,66.0,578,0.804,286.0,0.0,179.0,rh->lh rh->lm,both
