s,t,flyvis_syn_per_target,malecns_syn_per_target,strength,sign,ratio
L3,TmY9,1.3333333730697632,,3.043193464691285e-05,1.0,
L3,TmY10,20.166667938232422,45.10507246376812,0.0475032776594162,1.0,2.236615022467688
L4,R1,2.0,5.181170886075949,0.14651435613632202,1.0,2.5905854430379747
L4,R2,1.0,,0.1515868604183197,1.0,
L4,R3,4.0,,0.020800165832042694,1.0,
L4,R4,2.0,,0.15281030535697937,1.0,
L4,R5,4.0,,0.14742308855056763,1.0,
L4,R6,4.0,,0.1897464245557785,1.0,
L4,L2,15.0,14.827380952380953,0.0,1.0,0.9884920634920635
L4,L3,2.0,5.2,0.02198769524693489,1.0,2.6
L4,L4,10.0,6.734085414987913,0.04450787976384163,1.0,0.6734085414987913
L4,L5,7.0,1.544186046511628,0.0,1.0,0.22059800664451829
L4,Am,3.0,,0.033717937767505646,1.0,
L4,Mi9,2.422222137451172,3.842237586423633,0.05345669016242027,1.0,1.5862449306431898
L4,T2,8.733333587646484,11.868550368550368,0.010857193730771542,1.0,1.3589942774359065
L4,Tm2,24.788890838623047,24.542517006802722,0.006045492831617594,1.0,0.9900611191753503
L4,Tm4,13.625000953674316,20.705988023952095,0.0002248188975499943,1.0,1.5197054366714167
L4,Tm9,1.3333333730697632,3.8263750828363152,0.03066902980208397,1.0,2.869781226601091
L4,TmY3,36.264286041259766,64.43203883495146,0.012250488623976707,1.0,1.7767353467718563
L4,TmY13,1.0,1.985645933014354,0.012387799099087715,1.0,1.985645933014354
L5,L1,22.384614944458008,31.16694867456289,0.0,1.0,1.392337940674705
L5,L2,4.666666507720947,6.92166952544311,0.0,1.0,1.483214948827238
L5,L5,1.0,7.983164983164984,0.0,1.0,7.983164983164984
L5,C2,36.922725677490234,22.874638937030618,5.828207213198766e-05,1.0,0.6195273647139229
L5,C3,7.500000476837158,14.82713963963964,6.237993511604145e-05,1.0,1.97695182626074
L5,Mi1,30.57692527770996,43.233502538071065,0.0013959212228655815,1.0,1.4139257674017187
L5,Mi2,1.6666666269302368,8.53265306122449,0.11309485882520676,1.0,5.1195919587952785
L5,Mi4,28.344696044921875,40.47062146892655,0.06484714150428772,1.0,1.4278022740052319
L5,Mi15,1.0,6.672709923664122,0.0,1.0,6.672709923664122
L5,T1,1.0,1.8197146562905318,0.13723212480545044,1.0,1.8197146562905318
L5,T2,38.72222137451172,46.87852760736196,1.7918805497174617e-06,1.0,1.2106363205241888
L5,Tm3,43.44743347167969,49.76484907497566,4.469571285881102e-05,1.0,1.145403654450932
L5,Tm20,2.8181819915771484,4.894776684330053,0.36427417397499084,1.0,1.7368561359625938
L5,TmY3,42.44881057739258,59.675970873786405,0.03363614156842232,1.0,1.4058337574614794
L5,TmY13,1.6666666269302368,1.8703703703703705,0.0017901802202686667,1.0,1.1222222489780858
L5,TmY14,6.333333492279053,24.489655172413794,4.575736340939329e-07,1.0,3.8667875617585996
L5,TmY18,2.738095283508301,5.783206106870229,0.016612950712442398,1.0,2.112127412695533
Lawf1,Tm3,1.3333333730697632,6.964653902798233,0.15362529456615448,1.0,5.223490271426534
Lawf2,L3,5.7272725105285645,1.913907284768212,0.03297242894768715,1.0,0.3341743004632373
Lawf2,Lawf2,3.799999952316284,1.4666666666666666,0.002613917225971818,1.0,0.38596491712392317
Lawf2,Am,9.818181991577148,,0.0029507470317184925,1.0,
Am,R1,1.0,,0.014867636375129223,-1.0,
Am,R2,1.0,,0.011795812286436558,-1.0,
Am,R4,2.0,,0.009956768713891506,-1.0,
Am,R5,2.0,,0.007119275629520416,-1.0,
Am,L1,1.0,,0.010642720386385918,1.0,
Am,L2,4.0,,0.011738377623260021,-1.0,
Am,L3,14.000001907348633,,0.04021411016583443,-1.0,
Am,L4,5.000000476837158,,0.03601891174912453,-1.0,
Am,C2,1.0,,0.020583294332027435,-1.0,
Am,C3,1.0,,6.9646941547318875e-09,-1.0,
Am,T1,62.9999885559082,,0.003842476522549987,1.0,
C2,L1,18.454547882080078,26.31151241534989,0.0,1.0,1.425746790627104
C2,L2,11.500000953674316,20.30530474040632,0.0,1.0,1.765678526654266
C2,L3,3.200000047683716,11.278879813302217,0.0061320471577346325,-1.0,3.5246498891355666
C2,L4,12.11111068725586,9.733257012020607,0.04051203280687332,-1.0,0.8036634511368645
C2,L5,19.454545974731445,21.212002243409984,0.0345563143491745,-1.0,1.0903365347595988
C2,Lawf2,95.00000762939453,1.396039603960396,0.03208943456411362,-1.0,0.014695152545739784
C2,Am,8.0,,0.0031966485548764467,-1.0,
C2,Mi1,10.727272987365723,9.461801596351197,0.09627862274646759,-1.0,0.8820323308165121
C2,T1,3.454545497894287,4.599879663056559,4.58910217275843e-05,-1.0,1.33154409628138
C2,T2,1.6666666269302368,2.20863309352518,0.017712147906422615,-1.0,1.3251798877098586
C2,T4a,1.2000000476837158,2.4838709677419355,0.08111689239740372,-1.0,2.0698923908681457
C2,Tm1,5.40000057220459,4.212121212121212,2.6908557629212737e-05,-1.0,0.7800223640349695
C2,Tm9,3.3333332538604736,3.5739910313901344,0.055584147572517395,-1.0,1.0721973349802167
C2,TmY14,1.5,1.0,0.0737520158290863,-1.0,0.6666666666666666
C3,R3,1.0,,2.4594730348326266e-05,-1.0,
C3,L1,6.0,2.45426114151681,0.0,1.0,0.409043523586135
C3,L2,56.12499237060547,68.92467678471051,0.0,1.0,1.2280567688915833
C3,L3,1.0,1.7951807228915662,0.18455705046653748,-1.0,1.7951807228915662
C3,L5,9.333333969116211,12.218416619876473,0.046095311641693115,-1.0,1.3091159772388876
C3,Lawf2,95.00000762939453,1.3269230769230769,0.0299118272960186,-1.0,0.013967610214301767
C3,Am,22.000001907348633,,0.00972236879169941,-1.0,
C3,CT1(M10),1.1304346323013306,441.5,0.005022529512643814,-1.0,390.5577442378933
C3,Mi1,3.9200000762939453,1.8780284043441937,0.009341264143586159,-1.0,0.47908886933485045
C3,Mi4,2.119999885559082,1.6073298429319371,0.014703511260449886,-1.0,0.7581744951406237
C3,Mi9,11.727273941040039,10.498014747589336,0.043101295828819275,-1.0,0.8951794594693602
C3,T1,128.60003662109375,59.068655036578505,0.0007537737837992609,-1.0,0.45932067041798735
C3,T2,13.788888931274414,13.377300613496933,0.04191755875945091,-1.0,0.9701507264414929
C3,T4a,9.704349517822266,6.572192513368984,0.009478835389018059,-1.0,0.6772419420074471
